authorId,authorName,affiliatedOrg
2051791774,Karishma Matange,26
71720761,Bon-Geun Gu,26
2192200,Zhourong Chen,26
1732750,Y. Moreau,26
143728483,A. Galstyan,27
2052178444,Hao Liu,27
2178439925,M. Gu,27
1808376,Víctor Manuel Rivas Santos,27
49569076,N. Bhagabati,27
28822585,Junchi Yu,27
144466701,Biao Huang,27
51202981,G. Calic,27
70985296,J. Wan,27
145155831,Rachel B. Baker,27
50353334,T. Grothe,27
2653464,Guy Zyskind,27
1783693,Sherif Sakr,27
3057817,G. Shipman,27
2146058320,Meng Wang,27
6171759,Donald J. Robinaugh,27
2146174097,Yue Cao,27
144382109,R. Kaushik,27
2055035543,C. Mayer,27
17563188,S. Singh,27
1697018,Simonas Šaltenis,27
144694868,Bruno Martins,27
1954709,P. Buche,27
2285816475,C. William,27
51131068,J. McRae,27
1816298,David G. Knowles,27
123895521,T. Mcginnity,27
2844898,N. Keskar,27
32195988,A. Karduck,27
1402921119,Tal Ben-Nun,27
3376186,Marvin N. Wright,27
47646523,A. J. Johnson,27
116223561,O. Khalaf,27
102620709,Guillaume Verdon,27
50721537,Patrick J. Coles,27
48946116,T. Durant,27
1758091,Shahaboddin Shamshirband,27
144186679,A. Martynenko,27
48592354,D. Davies,27
32422824,Hannah M. Specht,27
144094043,Stavros Papadopoulos,27
40194059,Benjamin W Pruitt,27
40116905,Jia Li,27
3122792,Insoon Jo,27
3123680,M. Shulaker,28
144221343,José Otero,28
1803714,Deyu Meng,28
144145211,G. Cong,28
1397361552,A. Guzman-Perez,28
1731655,Panagiotis Karras,28
144086037,J. Gaudiot,28
117819940,Kyle Bystrom,28
38183916,Pravir Kumar,28
145640180,S. Mehta,28
2118091058,Anjali Sharma,28
1710939,C. Dyreson,28
1728526,Illhoi Yoo,28
2147000717,Wenqi Qiu,28
4149364,B. Somani,28
1953018557,Bernd Heinrich,28
9153077,Seyed Mohammad Ghaffarian,28
145793641,P. Karplus,28
2224008,Tak-Chung Fu,28
2065509293,Liang Qiao,28
48211028,Jianfang Liu,28
2113772208,Qing Fu,28
1721446,K. Makarychev,28
145503401,P. Raghavan,28
145272590,G. Xie,28
2394689,M. Serhani,28
2156545657,Jing Han,28
115504645,Yang Song,28
2923325,B. Callahan,28
66854220,S. M. Hossein,28
3303583,A. Jović,28
3197141,E. Want,28
145319815,D. Chau,28
47348021,A. Goodman,28
2118024019,Han Chen,28
145111164,John Jenkins,28
2069662,Jinhong Zhou,28
11844524,Yunxing Zuo,28
1389035902,B. König-Ries,28
34312176,Bo Mei,28
151213231,Soumik Mandal,28
39754172,R. Park,29
143738684,Peng Cui,29
39505779,Z. Bao,29
2424691,Patrick Mikalef,29
36523639,Meilin Liu,29
38929912,Haibin Lv,29
147131429,José Pereira,29
987654549,Chaofan Chen,29
2040448821,Lifu Song,29
1799376,G. Graefe,29
2430056,M. Kabiljo,29
49729592,P. Draper,29
40524882,Mostafa Milani,29
2149915926,S. Lang,29
1700974,Barak A. Pearlmutter,29
1766422,A. Arasu,29
2110816404,Hui Ma,29
3793893,C. Griffiths,29
2146501046,Xiaohong Su,29
50136367,Alin Deutsch,29
4427645,Zhaoyang Niu,29
1767465,S. Kelling,29
30387454,Prabhat Mittal,29
2719313,Linghao Song,29
5459210,B. Seitzman,29
34945757,J. Boiten,29
37021971,Albert J. Keung,29
2100113493,Ameer Sardar Kwekha-Rashid,29
144489603,Ruben Casado,29
145771919,W. Wong,29
2370362,R. Howe,30
2116642787,Yao Xiao,30
2062880835,Patrick Scholz,30
144008442,Jonathan Bright,30
72095113,Yu Zhang,30
3335364,Dzmitry Bahdanau,30
1410652795,Kevin Yang,30
3685940,Timothy Hopper,30
2052609304,Katherine E. L. Cox,30
6391996,Evan Bolyen,30
2277853,Aditya Vailaya,30
2570016,Fabian Pedregosa,30
145681423,Alexandre P. Francisco,30
9733933,A. Hannani,30
1404602362,Abdulhadi Alzaidy,30
144270731,Haifeng Wang,30
3005971,R. Trasarti,30
26425038,Leanne Trimble,30
2108458186,Jin Liu,30
2446263,M. DePristo,30
1949818,A. Quamar,30
1390039794,Á. Pascual-Leone,30
145029414,Laurie Spencer,30
103155734,Peize Lin,30
153326605,T. Baker,30
3001348,Wanli Ouyang,30
1403811034,Aravind Sukumaran-Rajam,30
145043192,C. Ratanamahatana,30
5365043,Zhian N. Kamvar,30
3240918,S. Dodge,30
143906110,M. Holanda,30
2176381,Khuzaima S. Daudjee,30
5043495,Qingxia Wu,30
49243317,Kai Li,30
35988633,L. Toader,30
32589702,Gabriele Campanella,30
49790135,S. Shakyawar,30
50096877,Chengxiang Wang,30
6534571,Martin Kircher,30
47079359,Ananya Ganesh,30
4384657,V. Ehrenstein,30
3101298,Dmitry Pokholok,30
1749624,G. Memmi,30
143920977,A. Moody,30
2458659,Ioannis Alagiannis,30
1794636,K. Saraswat,31
1682528,M. J. Jesús,31
2168032,J. Braisted,31
1717179,Chen Change Loy,31
39150998,Huazhong Yang,31
144159418,J. Culpepper,31
4490562,A. Shapira,31
5538503,C. Abnet,31
144593304,C. Fan,31
34548938,Yongkai Fan,31
2115526972,Jianxin Chen,31
39496312,A. Sîrbu,31
1704327,Riccardo Guidotti,31
1728271,V. Prasanna,31
47260842,Leslie Rice,31
1751569,Samy Bengio,31
143868587,A. Oliva,31
2087076257,Xizhe Yin,31
2511907,Felix Halim,31
2416504,Kornelia M. Batko,31
1774928,H. Cao,31
46581019,Qiang Liu,31
153240174,Jinpeng Liu,31
1919795,D. Levine,31
3407874,Mark Ibrahim,31
10592076,Ashish Dutt,31
134251468,K. Jablonka,31
49500220,Jianyi Yang,31
9870307,A. Wang,31
1718510,Wei-min Li,31
2128676469,Yiming Huang,31
1962485,Malte Schwarzkopf,31
34243620,Parantu K. Shah,31
2701105,J. Demšar,31
144551170,Jian Tang,31
153468945,D. Estrin,31
145286037,P. Cortez,31
2067892164,Bin Gao,31
1783400,P. Combettes,31
145474210,B. Nemade,31
7401249,A. P. Y. Piontti,31
47002265,Li Yan,31
144212535,Hridesh Rajan,31
144175901,H. Wong,32
1745069,A. Barabási,32
32653213,Kareem Tarek,32
47766095,Logan T. Ward,32
143809890,A. Gunasekaran,32
1879141,T. Papadopoulos,32
5815686,J. De France,32
144056327,J. Veness,32
5408257,T. Teyler,32
1811529,A. Esteva,32
147869186,R. Alotaibi,32
10222217,E. Kubik,32
5178086,A. Chiolero,32
1876779,Ingo Mierswa,32
153096457,Qiang Yang,32
7570825,Qi-yi Tang,32
34582833,C. Finch,32
144669504,P. T. P. Tang,32
2550564,Wagner Boaventura,32
2629356,William K. Josephson,32
39703662,Mingchen Gao,32
1977220,Han Mao Kiah,32
103023651,M. Baloković,32
2341622,B. Hailpern,32
152456169,Tim Mueller,32
2694171,A. Souri,32
74186014,Gabrielle Appleton,32
66680362,H. N. Abduljabbar,32
2155784160,Xue Li,32
1403921831,Mariam Adedoyin-Olowe,33
46245288,Qinzhe Wu,33
2109081099,Xinyu Chen,33
145840115,S. Lawrence,33
2113952229,Zhen Peng,33
6084073,Riccardo Di Guida,33
2115343577,Nitin Gupta,33
66963236,Yesi Novaria Kunang,33
48401711,B. Alipanahi,33
2060655766,G. Irving,33
1871465,Theofanis P. Raptis,33
1801187,Essam Mansour,33
1565641737,François Chollet,33
49946978,A. Serga,33
1802448,T. Chiueh,33
1815329,Wei-Fu Hsien,33
3817732,Fangluan Gao,33
89579186,Tabatabaei Yazdi,33
2217840,Djordje Jevdjic,33
1682824,Julia Stoyanovich,33
51128964,Sietse Au,33
2671645,M. Assante,33
1859872,Chong-Jian Chen,33
143915524,Margaret H. Frank,33
1725956,J. Vitter,33
1746416,Soujanya Poria,33
144918359,A. Wiggins,33
98174258,Bilal S. A. Alhayani,33
46192896,Curtis S. Signorino,33
3360842,Moonsang Kwon,33
1717766,M. Kennan,33
2243335778,Wim Martens,33
1698684,M. Gaber,34
8132903,E. D. Cubuk,34
1891097,Erik M. Fredericks,34
9576855,Xingjun Ma,34
2080310633,Brian P. Kelley,34
3357578,G. Lekakos,34
69486668,Kuan-Ching Li,34
1979817,M. M. Najafabadi,34
2201530,E. Canfora,34
1693070,B. Ooi,34
144820005,J. Vandesompele,34
46429989,Nan Duan,34
116246793,Nithesh Naik,34
2084098271,Greg S. Corrado,34
2067914991,Dan Peng,34
120615721,Shuai Zheng,34
144139288,F. Rios,34
2069299218,Ping Lu,34
143962510,Zhengjun Zha,34
1717691,James Cheng,34
2767148,Yiwen Yin,34
144936828,R. Quiroga,34
9271959,Suraj Juddoo,34
1403960481,Daniel Arribas-Bel,34
3590526,K. Hoadley,34
152902698,Mário J. Silva,34
2427632,F. Breitwieser,34
143836878,L. Kaiser,34
40547215,Ido Singer,34
143804003,C. Tian,34
1696519,R. Rastogi,34
143695777,Y. Boutalis,34
2070431983,Sven Weber,34
1681148,Jinha Kim,34
1694512,Hassan Chafi,34
3300287,K. Butler,34
144049725,Tianshi Chen,34
2192780618,Jimmy Lin,34
8810543,Max Willsey,34
2072905592,Ming Jin,34
2157336893,Wei Li,34
145281809,Frederic T. Stahl,35
1460133323,M. Kłapa,35
2110064099,Ruojin Zhang,35
1718274,Riccardo Torlone,35
32353110,D. Jamsek,35
145148600,J. Bailey,35
2149200019,Tao Li,35
36685537,Lei Zhang,35
2349723,D. Akinwande,35
145341374,J. Schmidhuber,35
1395913345,Wole Jaiyeoba,35
145157784,C. Lee Giles,35
144067957,K. Mao,35
2110018952,Siyu Zhu,35
7653115,Longfei Qiu,35
2180399,Sebastian Schelter,35
2239632130,A. Patricia Ayala,35
2115996500,Hongning Zhang,35
66552339,Michaela Klöcker,35
144078686,Tat-Seng Chua,35
144962210,F. Nie,35
3786583,F. Rombouts,35
2238323908,Binny S,35
2747732,Ken Eguro,35
3788191,D. Fadrosh,35
46320513,Mansi Ghodsi,35
1961145,Bradley Voytek,35
144329939,C. Qi,35
7671146,Shugang Zhang,35
2631417,S. Athey,35
14443304,Moshe Lewenstein,35
2128523,Salman Salloum,35
1679469,S. Strohmeier,35
2057029,M. Raichle,35
145591745,Ilya Mironov,35
34917892,Djork-Arné Clevert,35
1403028422,Rafael Fernández-Moctezuma,35
143942875,H. Greenspan,35
3185333,D. Lazer,36
80273596,A. Vespignani,36
7186034,Yaoyu Cao,36
144123446,Song Guo,36
3158246,B. V. Merrienboer,36
83201140,Kevin M. Mendez,36
2505053,K. Liang,36
2196719,M. Craglia,36
2193834,J. Ordille,36
2489164,Raquel Pau,36
144397979,Bo Wu,36
39466716,Lida Xu,36
143910836,M. Wolf,36
91757842,S. Ananthavel,36
117272782,Christos Kozyrakis,36
6420805,F. Steemers,36
2445296,Royi Ronen,36
2810600,R. Pergl,36
144566888,Xin Hu,36
3237553,D. Borsboom,36
2150369369,W. Ng,36
2068671667,Shannon E. Ellis,36
3468679,A. Adem,36
1393644275,P. Cudré-Mauroux,36
38385690,A. Coppi,36
144696683,Nathaniel Price,36
38085614,Mohsen Marjani,36
1389945327,Ala Al-Fuqaha,36
35504262,S. Liao,36
3010003,Victor Zakhary,36
3596858,Huijia Lin,36
33825702,Damien Phillips,36
33006924,Dongsong Zhang,36
1409828392,Yunjun Gao,36
145710659,F. D. Du Prez,36
143836960,D. Flynn,36
51011129,Simon A. A. Kohl,36
2323893,T. Heinis,36
1950729,M. Maathuis,36
2493686,S. Pinfield,36
8549224,Jiguo Li,37
143865322,L. Sánchez,37
79405068,Dan Arp,37
35004726,J. Roldán,37
1740155,D. Nguyen,37
33641807,Mark Dokter,37
1731210,T. Rabl,37
2677488,Àgata Lapedriza,37
1696615,F. Yu,37
1753223,Alex Graves,37
32037613,P. Brown,37
50058359,D. Shuman,37
120550117,T. Doyle,37
2671552,M. Weirauch,37
144704038,Changqing Zhang,37
1764325,Radford M. Neal,37
4271913,C. Ekegren,37
2260885,Patricia Florissi,37
73776482,N. Sidiropoulos,37
143705836,J. Mcardle,37
39345350,Mengting Gu,37
2185912448,Bin Li,37
47319149,Sufang Li,37
47058370,C. Meno,37
143669775,A. Ganguly,37
39459981,M. Kosmala,37
144198209,Jingling Xue,37
2470869,H. Hoos,37
2808891,S. Corrall,37
2034091,Huiling Qian,38
40647665,Kate M. Bowers,38
2426939,G. Ladwig,38
2133437625,Shuangli Li,38
2529397,O. Griffith,38
2087620751,Bahzad Charbuty,38
2400119,Wengong Jin,38
47760854,K. Chowdhury,38
1737045,Y. Guan,38
1768190,Junzhou Huang,38
1967385,Zhenzhe Zheng,38
1750932565,Chudi Zhong,38
1940692,N. B. Anuar,38
144923779,Bin Yu,38
46655401,Chengqiang Lu,38
2288678079,Mohamed Najumuddeen M,38
1699192,A. Bonifati,38
2121201,Harumi A. Kuno,38
51198759,Andreas Grafberger,38
1723724,C. Cappiello,38
2598812,V. Stodden,38
144795713,D. Buckeridge,38
2123592,Caihua Liu,38
1964846,Yongkee Kwon,38
144641551,G. Alonso,38
2067479253,Michael Yeung,38
69513411,M. Suchánek,38
50320297,Q. Zheng,38
1860145,C. Benz,38
2443233,Xinggang Wang,38
1901958,Tengyu Ma,38
6665441,N. Riesen,38
144831784,M. Serrano,38
50079300,Xiaohu Li,38
145953515,Jianbing Shen,38
2007325129,Daniel Krentzel,38
144761176,L. Cassel,38
34185195,Karn Seth,38
1962611,Taneli Mielikäinen,38
3407296,Ziniu Hu,39
145525190,J. Pei,39
49408192,K. Tono,39
39168440,Harriet Alexander,39
1713934,Antoine Bordes,39
1693022,U. Leser,39
3254764,Gábor Szárnyas,39
2053062532,Benjamin Rath,39
2145057023,Yudong Zhang,39
11046985,R. Reka,39
2158115122,Yinghui Ma,39
114250963,Gregory Chanan,39
1802604,P. Koumoutsakos,39
49746834,T. Błachowicz,39
10237751,A. Nicchi,39
47464238,P. Véron,39
2045944,Julian Shun,39
80042659,Changlu Chen,39
2108844303,Hongzhi Chen,39
2121691833,Ariel Debrouvier,39
2084571753,Erica Forsberg,39
2112246116,Liang Xu,39
151474549,Meiyun Wang,39
2856207,T. Hengl,39
2278313975,Victor S. Sheng,39
30679042,Sayed Jahed Hussini,39
2268272,Emma Strubell,39
47581291,M. Litvinova,39
1826416,Anders Arpteg,39
35161586,A. Calí,39
2075420522,Tao He,39
1677386832,Arjun Subramonian,40
2109500825,Haikun Liu,40
1824271,Shaahin Angizi,40
1703238,L. John,40
40389006,Miguel E. Coimbra,40
144467753,I. Stoica,40
2541723,J. Prüfer,40
9100577,M. Asanov,40
8739091,N. Ali,40
145463228,Salimah Mokhtar,40
143930319,A. Gani,40
39501851,Grazia Vicario,40
3297552,Randal S. Olson,40
2140071418,Yeseong Kim,40
15806418,Feng Lyu,40
144928956,R. Ranjan,40
40477141,Federico Morando,40
1691320,E. Mannens,40
2664456,A. Bartolucci,40
2605200,N. Lachiche,40
35776445,Mingsheng Long,40
145959882,G. Litjens,40
2404552,Durga Toshniwal,40
144586053,Yang Zhou,40
1742135,Ziyue Xu,40
1736783,Chengcui Zhang,40
1744383,M. Jarke,40
4703080,E. Brogi,40
2474559,A. Hsiao,40
3793520,J. Vamathevan,40
49997612,Georg Seelig,40
40337361,Mitar Milutinovic,40
47212878,Sabyasachi Dash,40
2111192806,J. F. C. Silva,40
3445901,S. Curtarolo,40
2631572,B. Daniel,40
144022533,Jorge Pérez,40
138078008,Luc de Raedt,40
2340436,Mohammad Wardat,40
2109461904,Yizhou Sun,41
2511304,B. Fuchs,41
7653880,Sarah C. Kucker,41
4114666,S. Reinke,41
2060154,M. A. Syaekhoni,41
1933713449,Dieison M. da Silva,41
1801827,C. Chappert,41
143728876,G. Wei,41
2152940817,Sheng Liu,41
37375692,Y. Cheah,41
1388063052,I. Antonov,41
34176172,M. Wuttig,41
67275853,Sasidhar Babu Suvanam,41
1738210,Minos N. Garofalakis,41
2411193,B. Healy,41
40046694,Hongyu Ren,41
7862527,Mathieu Seppey,41
144560453,J. Ales,41
4058359,Mackenzie W. Mathis,41
2065605006,Neil I. Dewar,41
13290587,E. Peter,41
2290931964,Bill Cresko,41
145328899,K. Chakrabarti,41
150228028,Miklós Z. Rácz,41
3456687,Iqbal H. Sarker,41
1960843123,Andreas Gimpel,41
3135366,Shijie Feng,41
32782673,J. Silva,41
46234526,Alex Smola,41
2209029,V. Shalaev,41
30000987,Lihong Jiang,41
2692972,R. Abagyan,41
3000659,E. Papalexakis,41
2967882,Milivoj Simeonovski,41
35188630,George E. Dahl,41
34459632,Thomas J. Fuchs,41
1397959153,Gustau Camps-Valls,41
2176030144,Gautam Srivastava,41
1740145,V. Lempitsky,41
152972268,Vignesh Balaji,41
1783230,M. Rafanelli,41
40588148,Hao Zhang,41
2113912500,A. Osornio-Vargas,41
1740249,Xifeng Yan,42
46276515,Jianhui Li,42
2958756,O. Grisel,42
68991868,R. Palsa,42
103493906,R. Murphy,42
2064647873,Bin Ren,42
40354707,Hua Wu,42
2153202990,Mengxiao Zhang,42
153298784,Alican Dogan,42
2057000684,Ahmed Mahmoud,42
145139947,M. Devin,42
7232378,E. Magnier,42
2055791334,Lian Duan,42
2288717046,MD L. Nelson Sanchez-Pinto,42
1793884,Yanbo Huang,42
89037982,M. Madgwick,42
48918401,C. Vogel,42
1906270,P. Mohammadi,42
33107876,S. Feder,42
6596422,J. Zhao,42
39117790,K. Durski,42
2068657088,Zhong Hao,42
1922254,S. Anders,42
9959596,Allen P. Miraflor,42
81374793,C. Cichy,42
49526810,H. Hatanaka,42
2059337676,Padma Raghavan,42
2111223324,Jun Xiao,42
6450623,Jeff Nivala,42
1746705,A. Doulamis,42
2144209654,Xiao‐Ming Chen,42
2085348595,Helen Beatriz Frota Rozados,42
144019071,Philip S. Yu,43
1741283,R. Barzilay,43
49543466,Xu Liu,43
2419616,Yatao Bian,43
2158192043,Dong Chen,43
32007628,Yepeng Liu,43
2078196952,Ayya Alieva,43
52205085,Shanmukha C. Guttula,43
2149626,D. Botstein,43
1689945,X. Hong,43
50186315,H. Jayakumar,43
145011556,T. Chai,43
2075336537,Xia Geng,43
51332714,Xiangzhi Huang,43
2109839350,Jingjing Wang,43
40081201,R. Maas,43
152491504,M. Huebner,43
3311387,Dan Alistarh,43
144838131,R. Summers,43
1445956232,Leslie Vogt-Maranto,43
1720246,Jianshu Chen,43
144337552,T. Hara,43
1935526,Martin Johns,43
121696502,B. Stevens,43
47439845,D. Ball,43
144485183,A. Walsh,43
47415615,Chao Xie,43
2057126056,S. Mondal,43
120783473,Chong-chong Qi,43
2115384591,Lu Chen,43
30133456,Mohomed Shazan Mohomed Jabbar,43
1744700,Zoubin Ghahramani,43
2555876,Sumon Biswas,43
145325584,Jiawei Han,44
2935513,Chris Clifton,44
144827391,W. Ludwig,44
2896002,J. Vertesi,44
2108698841,HongJiang Zhang,44
2067827437,Ron Weiss,44
1679040,Shi-Kuo Chang,44
31303748,Ma Zhaofeng,44
2530831,Sathyanarayanan Manamohan,44
2153391126,Ying Zhang,44
143948775,M. Imran,44
1398809816,P. Furió-Tarí,44
1763220,K. Yacef,44
48448318,J. Dean,44
51312398,Lilia Sabantina,44
144231976,A. Swami,44
2319816,O. Shmueli,44
1962987077,Yong Li,44
144946488,T. Lappalainen,44
1717411,L. Ceze,44
1706010,C. Brunsdon,44
2127604,Soumith Chintala,44
2120479,A. Cori,44
144602192,G. Viswanath,44
2118263792,Pan Yang,44
145921529,A. Boltasseva,44
37754137,Isabella Nogues,44
2145199173,Yuyang Wang,44
51208883,J. McPadden,44
49066081,Nicholas E. Bruns,44
145229121,Chandan Singh,44
19274141,Hussain Ahmad Madni,44
2115698286,Xu Meng,44
3379838,Giacomo Marzi,44
51200310,Cristiano Ciappei,44
8453780,Xuehai Zhou,44
52184096,L. Bottou,44
2542999,T. Lillicrap,45
1585780832,Hellena Hempe,45
143663903,Adam Mark,45
116014026,Mikai Chen,45
2139634153,Wen-Tao Wu,45
144576599,M. Imani,45
32069527,D. Jain,45
2016801,Shreyas G. Singapura,45
2146311457,Feng Li,45
1713701,E. Szczurek,45
4459519,E. Blondal,45
2056807,D. Che,45
33791144,D. V. Carvalho,45
144707379,Brian Kingsbury,45
145708428,D. Kutra,45
4659177,A. Cherniack,45
4603017,Sudarshan A. Shetty,45
2108498897,Saurabh Singh,45
2144092657,Colin A. Smith,45
3401042,Andreas Rabe,45
31453285,Victoria Ellison,45
50845836,Anna DeCastellarnau,45
145451018,Mohit Sharma,45
152303545,Jean-Philippe Vert,45
2059911278,Kun Zeng,45
1678311,M. Welling,45
31449330,Eider Moore,45
145104644,R. Morais,45
143986385,Guan Huang,45
3077876,Zeynep Engin,45
2585415,Shirui Pan,45
2213731536,Justin M. Johnson,45
1863250,A. Pritzel,46
145824029,David Silver,46
1709598,R. Buyya,46
6468565,Hongsuk Nam,46
12268391,Greg Priessnitz,46
37602570,D. Wallach,46
1388063044,Robert Ginthoer,46
2058680586,Rebecca E. Gasper,46
1988955,L. Mirny,46
8556033,Komal Smriti,46
1754926,Michele Catasta,46
1861119,Veronika Thost,46
28552618,M. Hoffman,46
50473003,O. Ryan,46
1708341,Ravishankar Ramamurthy,46
2117807802,Yuan Jiang,46
2028614385,Shantanu Sharma,46
144189431,G. Holmes,46
2056082769,Michael J. Rosen,46
3223911,Christian Banse,46
1701081,C. Rossow,46
34724702,Joydeep Ghosh,46
27737939,Chuizheng Meng,46
1690341,L. Yang,46
144984672,N. Misra,46
1808594,A. Lippman,46
3224559,K. Akers,46
46855299,G. Tsatsaronis,46
150294933,Siena Dumas Ang,46
2115232728,Huadong Song,46
40025857,Kushal Datta,46
2457943,King-Ip Lin,46
49370597,Thomas Lengauer,46
1792856,C. Joslyn,46
2801204,N. Heess,47
46875778,Yaya Hao,47
152947675,J. Weber,47
92075383,F. Pan,47
144386157,C. Boldrini,47
25017334,B. Kolev,47
48395540,C. Rudin,47
2069989668,M. Atif,47
2288195,R. K. Ambasta,47
2285192915,Gary J. Hunter,47
31933283,S. Coleman,47
3437656,H. MacDonald,47
40596592,Mejdl S. Safran,47
3057007,G. Thut,47
144333396,Jeffrey S. Young,47
143614516,J. Gehrke,47
153583218,Mehdi Mirza,47
1394243406,Vojtěch Knaisl,47
144456394,D. Florescu,47
1987878,K. Goldie,47
1837061,G. Kamath,47
2586393,Scott T. Leutenegger,47
79850669,J. Ware,47
2114675478,Matthew P. Campbell,47
2258235,F. Lisacek,47
2981943,Lexiang Ye,47
3333045,D. Thanou,47
2074657,Z. Anwar,47
102934411,R. Azulay,47
1409363625,Svenn D’Hert,47
13729381,S. Sawyer,47
3046313,M. Salathé,47
143973917,James M. Tuck,47
47645184,Alex Kendall,47
1968210,Tom Erez,48
6419872,M. Beresna,48
2060099563,Sidnei L. B. Gass,48
1836606,T. Landauer,48
3025780,G. Varoquaux,48
145894365,L. Veiga,48
2318564,G. Forestier,48
1695860,Guangyu Sun,48
40452934,Dafang Zhang,48
3200794,C. Fan,48
48648791,K. Händler,48
3264408,Ibrar Yaqoob,48
1624030637,Li Yang,48
39294743,E. Hermsen,48
51026953,Eric Wong,48
151505981,Chiyuan Zhang,48
2110340773,Rajiv Gupta,48
2265002225,Philip Chen,48
2264425447,Chun-Yang Zhang,48
2285439911,Ana Klimovic,48
1402636333,F. Rovira-Más,48
2144447281,Chao Wang,48
1761763,T. Kim,48
145793889,D. Halperin,48
144091891,M. Hwang,48
2133482,A. Garg,48
1829362,C. Dervin,48
2579618,R. Thomopoulos,48
2587648,Tuomas Haarnoja,48
145153297,Hao Zhu,48
1772360,Yangzihao Wang,48
118860642,M. Hall,48
37643602,Dou Shen,48
9030720,Aleksandar Blagotić,48
1906816,R. Bastow,48
2145177486,Ming Zhang,48
1601319034,Eleni Karinou,48
1764912,Prabhat,48
144086902,D. Fink,48
1710966,Jürgen Umbrich,48
3178042,C. Servin,48
145720154,W. Park,48
2053777220,Andrew M. Cox,48
2109481,Yuval Tassa,49
121563830,P. Manning,49
1718383,K. Kritikos,49
1889986,A. Dhir,49
2023052,Rose Yu,49
5151034,J. Naughton,49
7765742,Ravi Sarveswara,49
48035607,C. Poindexter,49
2073815,Ralf J. M. Weber,49
2108592735,Shuai Liu,49
144122431,A. Kemper,49
3473834,Nadezhda Purtova,49
1836901,Marios Hadjieleftheriou,49
1398263014,F. Prenafeta-Boldú,49
47648651,Lixin He,49
3160707,S. Choi,49
2070431302,Simon Weber,49
1405335669,Daniel Caujolle-Bert,49
38697713,Bichlien H. Nguyen,49
2154897187,Yang I. Li,49
3006546,D. Shupe,49
2262177,S. Funk,49
1682816,Fei Wang,49
2205699,Dheevatsa Mudigere,49
143877861,H. P. Benton,49
48859109,Zhiyi Tang,49
1398914668,Mine Çetinkaya-Rundel,49
2113485136,Huang Fang,49
8783200,Xuda Zhou,49
80240841,J. Sousa,49
38758528,H. Geppert,49
38767143,W. Yu,49
3464282,Noel A. Card,49
3422872,Dan Hendrycks,50
2885907,S. Xi,50
1840402,Manos Athanassoulis,50
2108594617,Lizhe Wang,50
144649765,S. Shams,50
46584000,Johannes Köster,50
2741023,Miyuru Dayarathna,50
145749443,I. Abdelaziz,50
2090818,M. Isard,50
1807507,N. Pelekis,50
96014865,M. Broughton,50
2072740070,J. Hsu,50
118188949,Shangping Wang,50
1918754,K. Zhan,50
1393265427,C. McCague,50
37894256,L. Beer,50
144843868,Brandon Haynes,50
143982862,David P. Woodruff,50
2261850659,Abbas M. Al-Bakry,50
1752343,V. Times,50
47110395,M. Jackson,50
51218701,J. Popp,50
1887371,Jin Shieh,50
3159707,O. V. Rest,50
3071383,Ioannis Partalas,50
48469973,Tianzheng Wang,50
3119819,G. Atluri,50
1782928,B. Bordbar,50
1403183828,A. Landuyt,50
2058362,J. Gilmer,51
144290348,Guohao Dai,51
1780731,Giannis Verginadis,51
2108123010,Jingyu Zhang,51
2848948,Donovan H. Parks,51
4949172,O. Nureki,51
145704191,A. Bernstein,51
3382412,Minxuan Zhou,51
40833997,Dmitrii Kochkov,51
49455213,Ye Zhou,51
11425569,J. W. Allwood,51
152512193,J. Moore,51
35099275,S. Hicks,51
2150744,D. Acharjya,51
2139962580,A. Gani,51
115904337,J. Rudy,51
2057173,U. Rührmair,51
144934701,W. Fan,51
36356769,Michael Szubartowicz,51
144616010,M. Huber,51
66969655,José Hernández Orallo,51
145188857,A. Elmagarmid,51
1733879362,Xianbo Deng,51
987655045,Chao Wang,51
143668698,G. Leus,51
145837716,Xiao Yan,51
2150596727,Li Song,51
24447797,Julien Mariethoz,51
1743709,Jiannan Wang,51
113027219,Yong Zhao,51
41231471,A. Micheli,51
1743564,Yanmin Zhu,51
2004689620,Gaojie Lin,51
4194401,Ross M. McBee,51
2258272369,Kyle Cranmer,51
145704247,James Martens,51
1812396,P. Hostert,51
40119435,A. Mazzoleni,51
5345848,Romain F. Laine,51
2066454935,Simon Koch,51
34814856,R. Peng,51
2237403667,Amjad Ali,51
3121740,J. Siegel,51
123398584,Wouter De Coster,51
15698847,Weike Ye,51
1410112765,Geoffrey Y. Li,51
40627523,Balaji Lakshminarayanan,52
1698675,Bennamoun,52
1700762,R. Gao,52
145447232,Qi-hui Wu,52
2099539780,S. Afzal,52
145097675,N. Yamada,52
3407277,Adam Paszke,52
2701137,M. V. Sande,52
2129500986,Yinglong Zhang,52
73617224,Josiline Phiri Chigwada,52
2107105574,Tao Yu,52
2849472,M. Krötzsch,52
144931354,K. Harris,52
71666838,Wei Lin,52
143679841,Huy L. Nguyen,52
1802726,Heiko Paulheim,52
48772024,Qian Chen,52
145253407,G. Heuvelink,52
3018223,X. Geng,52
143934208,Tim Becker,52
46881670,Chelsea Finn,52
145271132,Kun-Lung Wu,52
52067079,Meinolf Blawat,52
47234324,M. Slee,52
2840689,A. Callahan,53
49164165,Liwei Hu,53
2944486,Fabian Yamaguchi,53
94385031,Sheng Wang,53
5837434,R. Ishitani,53
